date,value,type
21:59:55,3240,2
21:59:56,4341,1
22:00:11,3795,2
22:00:11,1735,2
22:00:11,4465,1
22:00:13,1581,1
22:00:14,1430,1
22:00:30,3997,4
22:00:40,2411,1
22:00:42,4458,2
22:00:48,4435,2
22:01:01,2175,1
22:01:02,2374,1
22:01:04,1574,1
22:01:18,3050,3
22:01:39,4466,3
22:01:40,3241,1
22:01:41,1559,1
22:01:41,1560,2
22:01:47,2214,1
22:02:00,4598,1
22:02:01,4608,2
22:02:16,3635,2
22:02:21,4605,1
22:02:42,1545,1
22:02:47,4460,1
22:02:51,4586,2
22:02:56,1574,2
22:02:57,2182,4
22:03:07,4606,1
22:03:11,4609,2
22:03:14,4475,2
22:03:15,4610,2
22:03:21,2142,4
22:03:23,4472,2
22:03:35,1545,1
22:03:41,1550,2
22:03:43,3401,2
22:03:49,1547,2
22:03:51,1551,1
22:03:55,4033,1
22:03:56,4586,4
22:03:57,4107,4
22:04:06,1708,1
22:04:12,4441,1
22:04:23,3504,2
22:04:23,3488,4
22:04:25,3921,1
22:04:30,2403,1
22:04:34,1684,2
22:04:34,4457,3
22:04:42,1632,2
22:04:47,3911,1
22:04:56,2181,1
22:05:08,4446,2
22:05:23,1447,1
22:05:27,3321,4
22:05:31,4532,1
22:05:32,4557,2
22:05:37,3471,1
22:05:54,1569,3
22:05:54,4228,2
22:05:54,4604,2
22:05:56,4437,1
22:05:56,1556,3
22:06:03,1434,1
22:06:09,4631,1
22:06:12,1516,1
22:06:13,3080,4
22:06:18,2443,1
22:06:25,1656,1
22:06:38,3886,1
22:06:44,4596,1
22:06:46,1919,1
22:06:50,4232,2
22:06:53,1689,1
22:06:56,1549,2
22:06:57,1467,1
22:07:01,3618,4
22:07:04,4581,1
22:07:08,4480,1
22:07:09,3416,4
22:07:11,2309,1
22:07:13,4614,2
22:07:22,3386,1
22:07:32,4325,2
22:07:43,4595,1
22:07:44,1951,1
22:07:44,1563,3
22:07:45,2740,2
22:07:52,2653,4
22:07:53,2607,4
22:07:53,1681,2
22:07:58,3286,1
22:07:58,1554,1
22:08:00,1587,1
22:08:07,3690,3
22:08:07,1549,2
22:08:09,4455,2
22:08:11,4458,1
22:08:18,3104,4
22:08:20,4469,1
22:08:32,1553,4
22:08:39,4488,1
22:09:14,4467,1
22:09:33,1556,1
22:09:33,4161,1
22:09:40,1539,1
22:09:41,1555,2
22:09:53,3894,1
22:09:56,2438,1
22:10:13,2842,2
22:10:16,2647,1
22:10:20,4624,1
22:10:25,3935,3
22:10:25,4009,1
22:10:25,4010,1
22:10:26,4013,1
22:10:28,1665,4
22:10:42,1676,1
22:10:52,1552,1
22:10:54,4585,1
22:11:00,2683,2
22:11:09,1431,1
22:11:15,1694,1
22:11:16,3685,1
22:11:23,1816,4
22:11:28,1640,2
22:11:29,2159,2
22:11:31,3707,4
22:11:38,4460,2
22:11:52,3937,1
22:11:55,1665,1
22:11:57,3802,1
22:11:59,3978,4
22:12:03,1444,1
22:12:05,1580,1
22:12:06,1570,3
22:12:11,4453,3
22:12:11,3438,1
22:12:19,3851,1
22:12:25,4312,4
22:12:28,3614,4
22:12:29,3435,1
22:12:37,1544,1
22:12:42,1682,1
22:12:45,1572,1
22:12:51,1698,1
22:12:53,1554,2
22:13:02,4193,1
22:13:04,2367,2
22:13:10,4598,1
22:13:10,4468,2
22:13:17,1805,1
22:13:17,1584,1
22:13:22,1566,1
22:13:33,4569,2
22:13:35,1445,2
22:13:46,3104,4
22:13:52,3787,1
22:13:58,2194,1
22:14:00,3454,3
22:14:03,2362,1
22:14:03,3434,2
22:14:12,4594,1
22:14:16,4555,1
22:14:25,4580,1
22:14:30,3182,1
22:14:31,4340,2
22:14:39,1555,1
22:14:39,4583,1
22:14:44,3913,1
22:14:45,1623,3
22:14:48,1556,2
22:14:49,1682,1
22:14:52,3088,1
22:15:01,3465,1
22:15:02,1548,1
22:15:06,3272,4
22:15:10,1555,3
22:15:19,1551,1
22:15:26,1558,1
22:15:28,3248,1
22:15:28,3750,4
22:15:29,4465,2
22:15:30,4346,4
22:15:35,1948,1
22:15:38,4432,4
22:15:41,4472,2
22:15:55,2368,1
22:15:56,3993,4
22:15:59,2874,3
22:15:59,1431,1
22:16:04,3589,1
22:16:06,1546,1
22:16:10,2099,2
22:16:22,1557,3
22:16:25,3165,1
22:16:27,2737,1
22:16:27,1671,1
22:16:29,3428,4
22:16:31,2829,1
22:16:34,1695,1
22:16:34,1458,2
22:16:36,1604,1
22:16:36,2418,1
22:16:40,4588,1
22:16:57,1545,1
22:17:03,1499,2
22:17:07,1547,1
22:17:08,2704,1
22:17:10,4350,3
22:17:20,2305,1
22:17:20,4590,1
22:17:31,1551,1
22:17:33,1572,1
22:17:35,4468,3
22:17:47,4405,1
22:17:48,1435,1
22:17:50,2711,2
22:17:58,1648,4
22:18:23,2232,1
22:18:24,3344,1
22:18:34,3350,2
22:18:42,1553,1
22:19:02,1671,1
22:19:08,3125,1
22:19:09,3055,1
22:19:10,4469,2
22:19:22,3668,1
22:19:33,3950,2
22:19:34,4483,1
22:19:36,1678,1
22:19:41,4602,1
22:19:41,3018,1
22:19:53,4464,1
22:19:55,1441,1
22:19:57,1565,1
22:20:06,1814,4
22:20:06,3301,3
22:20:08,4222,1
22:20:12,3182,1
22:20:19,1557,1
22:20:28,2839,3
22:20:29,2488,1
22:20:31,4457,2
22:20:32,1612,1
22:20:33,4150,1
22:20:39,4589,1
22:20:40,4458,4
22:20:42,1552,1
22:20:51,2586,3
22:20:52,2617,3
22:20:52,2624,1
22:20:57,3321,1
22:21:01,3656,4
22:21:02,1735,4
22:21:03,2634,1
22:21:05,1535,2
22:21:05,4584,1
22:21:10,1620,2
22:21:13,1653,1
22:21:28,4580,1
22:21:32,4593,1
22:21:34,2873,1
22:21:34,1546,1
22:21:43,1555,4
22:21:47,4568,2
22:21:48,4552,2
22:21:48,1550,1
22:21:48,1442,1
22:21:54,1462,1
22:22:09,1547,3
22:22:13,1569,1
22:22:20,4454,1
22:22:21,4626,1
22:22:24,2573,4
22:22:30,4573,1
22:22:38,4602,1
22:22:43,2308,2
22:22:51,1431,1
22:23:14,4395,1
22:23:15,2185,2
22:23:23,1454,1
22:23:24,2188,1
22:23:27,1577,2
22:23:32,2369,1
22:23:37,2839,1
22:23:46,4582,1
22:23:50,1655,1
22:23:55,2213,2
22:23:57,2669,1
22:24:15,1552,1
22:24:21,1564,1
22:24:31,3306,2
22:24:31,4243,1
22:24:35,1439,1
22:24:55,4614,1
22:24:55,3058,1
22:25:02,3189,1
22:25:09,1547,2
22:25:10,1555,1
22:25:16,1681,1
22:25:21,1907,2
22:25:24,3596,1
22:25:26,2377,2
22:25:31,3919,1
22:25:35,3029,2
22:25:36,3029,2
22:25:43,4606,1
22:25:51,1763,1
22:25:53,4604,1
22:25:54,1553,3
22:25:57,4540,2
22:26:01,4463,2
22:26:06,2051,1
22:26:07,4599,2
22:26:20,2853,2
22:26:23,3894,1
22:26:35,1689,2
22:26:36,4538,2
22:26:41,1691,2
22:26:43,3851,4
22:26:45,3474,1
22:26:48,1553,1
22:26:48,2337,1
22:26:49,3102,1
22:26:57,4039,1
22:26:58,2747,4
22:26:58,4605,2
22:27:10,4599,1
22:27:16,3084,2
22:27:16,1431,1
22:27:17,2820,4
22:27:24,4429,1
22:27:27,3887,1
22:27:31,1588,1
22:27:37,1579,1
22:27:45,1547,2
22:27:48,1568,1
22:27:53,1558,1
22:27:57,4617,4
22:28:02,1567,1
22:28:08,4259,1
22:28:33,1787,4
22:28:46,4519,4
22:28:49,1445,1
22:28:49,3021,1
22:28:59,1655,3
22:29:04,1453,1
22:29:21,2999,1
22:29:27,4205,1
22:29:28,2490,2
22:29:29,2975,1
22:29:38,1560,1
22:29:47,2779,1
22:30:01,2815,2
22:30:10,3608,4
22:30:14,2163,4
22:30:14,1654,3
22:30:20,1439,2
22:30:23,2478,1
22:30:28,3253,2
22:30:39,1598,2
22:30:40,4459,2
22:30:41,2348,2
22:30:43,2616,4
22:30:47,2865,1
22:30:55,4581,1
22:30:56,1528,1
22:30:58,4035,2
22:31:05,4263,1
22:31:06,4337,2
22:31:13,3048,4
22:31:13,3627,1
22:31:17,2370,3
22:31:20,1552,2
22:31:23,2009,1
22:31:28,4532,4
22:31:36,1579,1
22:31:38,4599,1
22:31:39,4464,1
22:32:00,1443,1
22:32:14,1436,1
22:32:17,4443,2
22:32:20,1500,1
22:32:24,3481,1
22:32:40,1963,1
22:32:48,1463,4
22:32:54,2392,1
22:33:06,1571,1
22:33:09,1714,2
22:33:11,2358,4
22:33:20,1436,1
22:33:38,1585,1
22:33:40,1670,1
22:33:42,4455,2
22:33:43,4116,3
22:33:43,1589,1
22:34:15,3028,4
22:34:16,1544,1
22:34:17,4510,2
22:34:25,2612,3
22:34:28,1693,4
22:34:32,1545,1
22:34:39,4473,1
22:34:41,1572,2
22:34:45,4245,2
22:34:49,4372,1
22:34:51,1597,1
22:35:03,1590,1
22:35:04,1809,1
22:35:11,1599,1
22:35:15,3042,2
22:35:15,1591,2
22:35:21,1557,3
22:35:23,1606,2
22:35:30,1546,1
22:35:43,4619,2
22:35:44,1608,1
22:35:44,1551,1
22:35:46,1624,4
22:35:47,3583,3
22:35:50,4477,1
22:35:54,4032,1
22:35:59,4448,2
22:36:00,2375,4
22:36:03,2484,2
22:36:05,4453,1
22:36:05,4467,4
22:36:09,1688,2
22:36:13,2274,1
22:36:33,1643,2
22:36:35,4095,4
22:36:36,1568,2
22:36:49,2820,1
22:36:50,1566,2
22:36:55,4607,1
22:36:56,1616,2
22:37:02,4616,1
22:37:20,3212,2
22:37:23,1434,1
22:37:25,1548,1
22:37:32,1438,1
22:37:34,3406,1
22:37:36,1850,2
22:37:37,3578,1
22:37:38,1484,1
22:37:48,4473,2
22:38:04,3849,2
22:38:05,1562,1
22:38:07,4600,2
22:38:20,4330,1
22:38:23,1675,1
22:38:24,4343,4
22:38:35,2252,4
22:38:37,4469,2
22:38:40,4594,2
22:38:43,4626,1
22:38:47,1564,1
22:38:47,3034,4
22:38:47,1560,1
22:38:50,1469,2
22:38:50,1635,2
22:38:58,1576,2
22:39:05,1614,1
22:39:19,3509,1
22:39:22,4198,1
22:39:25,4283,1
22:39:26,4595,2
22:39:31,1552,1
22:39:52,4467,1
22:40:00,2923,1
22:40:04,3688,2
22:40:12,4471,1
22:40:19,3945,1
22:40:24,2566,1
22:40:25,1552,1
22:40:28,3914,1
22:40:30,4298,1
22:40:34,3191,2
22:40:36,1549,1
22:40:43,2374,2
22:40:43,4572,2
22:40:47,2192,4
22:40:49,1594,1
22:40:55,2779,2
22:40:55,1565,1
22:40:56,1691,3
22:40:59,3860,1
22:41:01,2800,1
22:41:02,3072,1
22:41:35,2232,1
22:41:36,4614,1
22:41:38,1548,2
22:41:40,3576,2
22:41:49,4458,1
22:41:50,4405,4
22:41:50,1695,2
22:41:51,4460,2
22:41:53,1448,1
22:42:00,2435,2
22:42:00,1550,1
22:42:02,4602,1
22:42:07,2372,1
22:42:08,4473,2
22:42:12,4460,2
22:42:16,1554,1
22:42:18,1445,1
22:42:24,3185,4
22:42:34,1595,1
22:42:43,1557,3
22:42:44,4478,1
22:42:45,4547,1
22:42:46,1439,1
22:42:47,1608,1
22:42:50,2709,2
22:42:58,4507,1
22:42:58,4480,2
22:42:58,4396,4
22:43:03,2693,1
22:43:08,2466,1
22:43:09,4604,2
22:43:10,4618,1
22:43:18,1442,2
22:43:18,1438,1
22:43:20,3876,1
22:43:20,1887,4
22:43:21,1446,1
22:43:24,2137,3
22:43:29,2711,1
22:43:32,4481,2
22:43:34,1598,1
22:43:36,3003,2
22:43:42,1582,1
22:43:46,2437,1
22:43:46,1508,1
22:43:47,1553,1
22:43:49,1588,1
22:43:53,4469,1
22:43:56,4463,3
22:44:04,4375,2
22:44:14,1671,1
22:44:15,3847,2
22:44:23,2463,1
22:44:28,1939,1
22:44:31,4613,1
22:44:41,1580,1
22:44:45,1953,1
22:44:47,4452,1
22:45:06,2663,1
22:45:08,1548,2
22:45:12,2006,2
22:45:17,2359,2
22:45:24,4460,1
22:45:26,1563,1
22:45:27,1465,1
22:45:33,1998,1
22:45:42,2377,2
22:46:02,1559,1
22:46:05,3546,1
22:46:06,2266,1
22:46:08,4462,2
22:46:25,4311,2
22:46:28,1446,1
22:46:30,1945,1
22:46:38,1562,1
22:46:39,2015,4
22:46:42,2384,4
22:46:51,1448,2
22:46:52,2965,2
22:46:56,4593,1
22:47:05,4128,4
22:47:13,3082,1
22:47:13,3279,2
22:47:30,1458,1
22:47:37,1610,1
22:47:47,4462,1
22:47:48,1565,1
22:48:00,1448,3
22:48:06,3772,1
22:48:21,2372,1
22:48:23,4483,2
22:48:33,2649,3
22:48:41,4151,4
22:48:47,3708,1
22:48:49,1692,1
22:48:52,3218,4
22:48:58,4537,1
22:48:58,2599,2
22:49:08,1568,1
22:49:18,2855,3
22:49:20,2810,3
22:49:24,4604,2
22:49:25,2732,4
22:49:48,4464,2
22:49:51,2110,1
22:50:00,2642,1
22:50:06,1575,1
22:50:08,4462,1
22:50:11,1450,1
22:50:16,2573,1
22:50:16,4500,1
22:50:26,4477,4
22:50:27,1583,1
22:50:29,2543,1
22:50:34,4482,1
22:50:38,2013,1
22:50:39,4462,1
22:50:39,4569,3
22:50:43,4091,1
22:50:44,1539,2
22:50:46,4487,1
22:50:48,3076,1
22:50:57,1573,1
22:51:08,1565,1
22:51:09,4611,1
22:51:15,3090,1
22:51:16,4446,2
22:51:16,1548,2
22:51:23,3225,4
22:51:30,1879,1
22:51:32,1445,1
22:51:35,4515,4
22:51:35,4512,2
22:51:44,1545,2
22:51:48,1874,1
22:51:56,4625,1
22:52:19,1566,1
22:52:19,4619,1
22:52:21,1480,2
22:52:25,4345,4
22:52:26,2533,3
22:52:43,1862,3
22:52:53,4475,2
22:52:54,3488,1
22:52:57,4482,1
22:52:59,4479,2
22:52:59,2032,4
22:52:59,4462,2
22:53:02,2145,1
22:53:12,2377,1
22:53:14,2227,3
22:53:18,2997,1
22:53:19,1437,1
22:53:27,1590,1
22:53:36,4569,1
22:53:39,1502,2
22:53:39,1495,2
22:53:42,4339,1
22:53:43,3487,4
22:53:47,3129,1
22:53:49,4509,1
22:53:51,4455,1
22:53:52,4461,3
22:53:54,3944,1
22:53:55,1549,1
22:54:02,1440,1
22:54:05,1710,4
22:54:05,4619,1
22:54:07,4602,1
22:54:12,1549,4
22:54:12,2176,1
22:54:23,1449,1
22:54:26,2082,1
22:54:28,4464,2
22:54:30,1550,1
22:54:32,1698,1
22:54:37,1452,1
22:54:40,2174,2
22:54:44,3563,4
22:54:45,1553,1
22:54:50,4491,1
22:54:52,4471,1
22:54:55,2376,1
22:55:07,4488,1
22:55:08,4468,2
22:55:09,2568,2
22:55:14,1715,1
22:55:25,4087,1
22:55:30,4178,2
22:55:32,1441,2
22:55:32,2875,4
22:55:35,2395,1
22:55:52,4129,1
22:55:57,4292,2
22:56:01,4445,3
22:56:11,2335,2
22:56:19,4512,1
22:56:40,1572,1
22:56:42,3192,4
22:56:42,1444,2
22:56:43,4458,1
22:56:45,1777,2
22:56:51,1550,1
22:56:59,4251,4
22:57:17,2745,2
22:57:17,2853,1
22:57:17,3979,1
22:57:29,1554,1
22:57:29,1555,2
22:57:45,4613,1
22:57:51,1826,1
22:58:02,3194,3
22:58:08,3971,1
22:58:08,1555,1
22:58:10,4475,2
22:58:19,3609,1
22:58:20,1656,2
22:58:22,1539,4
22:58:25,4004,1
22:58:27,2864,1
22:58:35,1436,2
22:58:35,2219,2
22:58:37,1546,2
22:58:40,2246,1
22:58:45,4460,3
22:58:50,3340,1
22:58:55,4613,1
22:58:58,1578,3
22:59:00,4262,2
22:59:11,4466,1
22:59:20,4468,1
22:59:20,1440,1
22:59:26,1437,1
22:59:26,3630,3
22:59:33,4573,1
22:59:41,2571,4
22:59:41,2459,1
22:59:46,4483,2
22:59:48,4608,2
22:59:49,2566,2
22:59:50,1438,1
22:59:56,4579,1
22:59:57,1445,2
22:59:58,2377,1
23:00:12,1683,1
23:00:14,1562,1
23:00:15,3343,3
23:00:16,3896,1
23:00:17,1867,1
23:00:26,3766,4
23:00:30,4605,1
23:00:41,1574,1
23:00:42,3557,1
23:00:46,4590,2
23:00:59,1575,1
23:01:07,1448,1
23:01:08,1582,1
23:01:16,1519,1
23:01:22,1844,1
23:01:28,2642,1
23:01:34,1562,4
23:01:41,2252,1
23:01:43,4438,1
23:01:44,1696,3
23:02:07,4592,1
23:02:08,2136,3
23:02:08,2134,1
23:02:10,1581,2
23:02:14,4476,4
23:02:24,3190,2
23:02:32,2252,1
23:02:35,4607,1
23:02:41,4594,1
23:02:53,1565,3
23:03:00,3706,4
23:03:02,1439,2
23:03:04,1644,2
23:03:05,1553,4
23:03:06,3694,4
23:03:10,4624,4
23:03:10,1556,1
23:03:13,4634,4
23:03:17,2068,1
23:03:19,1556,2
23:03:19,4471,4
23:03:22,2106,1
23:03:24,2207,1
23:03:25,1840,2
23:03:38,4491,2
23:03:55,4452,3
23:04:04,1438,1
23:04:06,4262,4
23:04:07,4302,4
23:04:09,4480,2
23:04:13,2376,4
23:04:18,1558,1
23:04:25,1582,1
23:04:26,4275,1
23:04:28,1571,2
23:04:29,4609,2
23:04:35,4637,4
23:04:35,1452,1
23:04:43,1565,1
23:04:47,3659,1
23:04:48,4056,2
23:05:14,4578,1
23:05:15,2180,2
23:05:17,1602,1
23:05:19,4341,1
23:05:19,3044,2
23:05:36,1447,1
23:05:37,1441,1
23:05:45,4442,2
23:05:46,3079,1
23:05:47,2124,1
23:05:54,1648,1
23:05:56,1596,1
23:06:02,1558,1
23:06:02,2605,3
23:06:03,2607,2
23:06:05,2603,2
23:06:07,1629,2
23:06:09,3232,3
23:06:26,2603,1
23:06:28,2605,1
23:06:29,2633,1
23:06:30,2717,2
23:06:33,2605,1
23:06:35,4526,2
23:06:45,3916,1
23:06:58,4463,2
23:07:03,2374,1
23:07:10,2605,2
23:07:15,1478,1
23:07:16,1460,1
23:07:21,2091,1
23:07:57,4462,1
23:07:58,3842,2
23:08:00,3414,1
23:08:04,3242,2
23:08:04,2171,1
23:08:09,4603,1
23:08:11,1709,2
23:08:20,2598,1
23:08:25,4607,3
23:08:31,2904,1
23:08:33,1590,1
23:08:39,2312,2
23:09:04,4134,1
23:09:09,4475,1
23:09:12,4268,2
23:09:12,4429,1
23:09:20,3492,4
23:09:23,1654,2
23:09:25,1579,1
23:09:32,4473,1
23:09:33,4591,1
23:09:38,2284,2
23:09:44,3522,2
23:09:44,4513,2
23:10:00,1834,4
23:10:18,3636,4
23:10:26,3905,1
23:10:27,1703,4
23:10:32,1574,2
23:10:35,1689,2
23:10:41,4608,1
23:10:43,3134,1
23:10:49,1560,1
23:10:56,1679,1
23:10:59,2055,1
23:11:04,4348,3
23:11:12,4505,2
23:11:26,4235,2
23:11:26,1696,1
23:11:29,4506,1
23:11:36,2371,1
23:11:38,1555,1
23:11:42,3928,1
23:11:42,3920,1
23:11:45,1556,2
23:11:46,4620,1
23:11:48,1501,2
23:11:51,3888,2
23:11:52,4498,4
23:11:52,2896,1
23:12:05,1774,4
23:12:18,4619,2
23:12:19,2447,4
23:12:27,1548,1
23:12:30,1560,1
23:12:42,4581,1
23:12:43,4617,1
23:12:48,4085,4
23:12:55,1616,3
23:12:57,1956,2
23:13:01,1443,1
23:13:05,4616,1
23:13:09,4499,4
23:13:11,3077,1
23:13:13,1443,1
23:13:16,1589,1
23:13:19,4453,1
23:13:20,4337,1
23:13:22,3874,2
23:13:31,3503,2
23:13:35,1613,2
23:13:36,1810,2
23:13:47,4610,1
23:13:47,2598,1
23:13:55,2581,2
23:14:06,1437,2
23:14:12,1567,1
23:14:19,2362,4
23:14:46,1562,3
23:14:46,1539,1
23:14:52,1732,1
23:14:54,1583,1
23:15:13,1786,1
23:15:13,1523,1
23:15:17,2070,2
23:15:25,1441,1
23:15:28,1547,3
23:15:30,2430,4
23:15:35,1557,2
23:15:38,3070,2
23:15:38,3817,2
23:15:38,4160,2
23:15:39,2170,1
23:15:43,4419,2
23:15:44,4454,2
23:15:47,3870,2
23:15:51,3982,3
23:16:01,4287,4
23:16:03,2588,1
23:16:13,4613,1
23:16:14,2036,1
23:16:22,4572,1
23:16:26,4318,1
23:16:39,4440,1
23:16:41,2190,1
23:16:49,2803,1
23:16:56,1555,3
23:17:00,3963,1
23:17:01,2213,1
23:17:04,1702,1
23:17:09,4245,2
23:17:10,3707,4
23:17:23,1442,2
23:17:24,1572,1
23:17:28,1455,1
23:17:30,1432,1
23:17:32,4300,2
23:17:39,1522,1
23:17:41,1685,3
23:17:44,2367,1
23:17:47,3772,3
23:17:50,4616,1
23:17:50,1552,1
23:17:51,2120,1
23:17:53,1579,1
23:17:56,1557,1
23:17:59,4505,4
23:18:06,1721,1
23:18:15,2130,1
23:18:27,4378,1
23:18:30,2908,2
23:18:36,2220,1
23:18:45,2372,2
23:18:48,2479,1
23:18:48,4465,1
23:18:49,4599,1
23:18:50,1561,1
23:18:53,4610,1
23:18:55,4384,2
23:19:12,2148,1
23:19:17,2375,1
23:19:26,4575,2
23:19:31,1556,1
23:19:32,1448,1
23:19:33,1440,1
23:19:36,4467,2
23:19:41,1690,1
23:19:49,3646,1
23:19:50,1573,1
23:19:52,3192,2
23:19:57,2794,1
23:20:09,3961,1
23:20:13,2942,2
23:20:14,1734,1
23:20:19,4459,4
23:20:24,2209,4
23:20:25,1829,3
23:20:26,3710,3
23:20:30,4477,1
23:20:36,1700,1
23:20:42,1556,3
23:20:43,1919,4
23:20:43,3087,2
23:20:49,4335,1
23:21:02,4569,1
23:21:04,1562,1
23:21:06,3153,1
23:21:06,3549,1
23:21:10,1597,2
23:21:11,3928,1
23:21:15,4543,1
23:21:30,1442,1
23:21:34,2335,4
23:21:46,1550,1
23:21:49,1587,1
23:21:56,1441,1
23:21:59,4439,1
23:22:06,1580,4
23:22:18,4343,1
23:22:19,1437,1
23:22:25,1557,1
23:22:32,1441,1
23:22:35,1459,2
23:22:43,4567,2
23:22:44,4452,1
23:22:45,2509,2
23:22:46,2967,2
23:22:50,3256,2
23:22:53,1441,2
23:22:53,1456,1
23:23:03,1437,1
23:23:08,4510,1
23:23:20,1439,1
23:23:21,1438,2
23:23:21,1436,1
23:23:22,1439,1
23:23:43,4447,3
23:23:49,1487,1
23:23:53,1835,1
23:24:13,1468,3
23:24:16,2237,1
23:24:16,1778,1
23:24:19,1560,1
23:24:23,1956,1
23:24:23,3776,1
23:24:26,4467,1
23:24:33,4471,4
23:24:34,1544,1
23:24:36,3421,3
23:24:37,2207,2
23:24:38,4486,4
23:24:54,4055,1
23:25:02,4571,4
23:25:05,1437,1
23:25:11,1546,1
23:25:17,4461,1
23:25:18,1576,1
23:25:29,3883,2
23:25:30,4558,2
23:25:33,4106,4
23:25:34,2821,1
23:25:35,2920,2
23:25:37,1559,2
23:25:42,1690,1
23:25:53,1568,1
23:26:00,2168,2
23:26:05,1556,1
23:26:09,2020,1
23:26:09,4471,2
23:26:22,1593,1
23:26:28,3366,1
23:26:37,1552,1
23:26:40,4510,4
23:26:44,1590,1
23:26:44,1438,1
23:26:47,4609,1
23:26:48,2261,1
23:26:50,2121,2
23:26:59,4621,1
23:27:02,1544,1
23:27:06,1441,1
23:27:06,3850,4
23:27:07,1554,1
23:27:09,2684,1
23:27:13,1838,2
23:27:16,1689,1
23:27:18,1457,1
23:27:23,1572,1
23:27:24,1662,2
23:27:27,4129,3
23:27:32,4624,1
23:27:42,1565,1
23:27:42,3632,2
23:27:43,1558,2
23:27:47,1591,1
23:27:52,4620,1
23:27:55,1447,1
23:27:59,4536,2
23:27:59,4454,2
23:28:00,1555,1
23:28:09,1873,1
23:28:32,1576,2
23:28:33,4586,1
23:28:34,4019,1
23:28:35,2973,1
23:28:35,3562,2
23:28:43,4474,2
23:28:50,3520,2
23:29:00,1438,1
23:29:03,1551,1
23:29:05,1686,1
23:29:06,4606,1
23:29:09,4630,2
23:29:19,4077,1
23:29:22,1554,1
23:29:22,3521,1
23:29:26,4377,2
23:29:29,4295,1
23:29:35,4588,2
23:29:41,4583,1
23:29:48,4252,1
23:30:08,4587,2
23:30:09,1956,2
23:30:10,3414,2
23:30:16,4270,1
23:30:18,4615,2
23:30:18,3694,1
23:30:20,4587,2
23:30:31,1772,4
23:30:36,3511,3
23:30:36,1569,2
23:30:45,2961,1
23:30:53,4102,4
23:30:54,2196,1
23:30:56,1547,4
23:30:58,4200,1
23:30:58,1437,1
23:31:00,1564,3
23:31:04,3694,1
23:31:05,1549,3
23:31:05,1985,4
23:31:06,4117,1
23:31:10,4456,1
23:31:13,1558,2
23:31:15,1690,2
23:31:16,3708,2
23:31:16,4476,1
23:31:20,1718,3
23:31:52,2146,1
23:31:52,4575,1
23:31:54,1437,2
23:32:01,1782,2
23:32:16,2136,2
23:32:35,4604,1
23:32:39,4469,1
23:32:39,1547,1
23:32:45,2664,1
23:32:46,4617,1
23:32:51,2280,4
23:32:56,1602,1
23:32:56,4576,2
23:33:32,1691,1
23:33:34,4450,1
23:33:38,1446,1
23:33:38,4150,4
23:33:51,4477,2
23:34:00,2243,1
23:34:03,4067,1
23:34:05,1687,1
23:34:16,4475,3
23:34:22,2374,4
23:34:22,2502,1
23:34:38,2597,1
23:34:49,1699,3
23:34:55,3652,4
23:34:58,4467,2
23:35:01,1438,1
23:35:10,4294,3
23:35:20,4563,1
23:35:24,4054,4
23:35:30,3513,1
23:35:31,2923,1
23:35:36,4460,2
23:35:37,4624,1
23:35:47,3228,1
23:35:47,3030,1
23:35:48,2414,3
23:35:49,1565,1
23:35:51,4587,1
23:35:55,4469,2
23:36:02,1592,2
23:36:05,4371,1
23:36:15,4342,4
23:36:20,4604,2
23:36:26,4494,2
23:36:27,4326,1
23:36:29,1571,1
23:36:32,1839,1
23:36:41,4018,1
23:36:57,1436,1
23:37:02,1559,3
23:37:11,2130,1
23:37:29,4582,1
23:37:29,4504,2
23:37:30,4590,1
23:37:32,2162,4
23:37:50,3639,2
23:37:51,2019,2
23:37:59,1551,1
23:38:09,1578,1
23:38:10,1436,1
23:38:11,4480,4
23:38:12,1549,1
23:38:25,4475,2
23:38:31,4560,1
23:38:36,1549,1
23:38:36,3322,1
23:38:48,2306,2
23:39:09,4487,2
23:39:35,4469,2
23:39:38,2416,2
23:39:42,1586,2
23:39:54,2308,1
23:39:57,1568,1
23:40:02,1562,1
23:40:06,1550,1
23:40:15,4275,2
23:40:21,4113,1
23:40:27,2912,1
23:40:56,3024,4
23:40:57,1564,1
23:40:59,4312,2
23:41:08,1712,1
23:41:51,1438,1
23:42:02,1720,2
23:42:06,2062,4
23:42:12,4379,1
23:42:13,4601,1
23:42:15,1550,1
23:42:16,3048,2
23:42:17,4206,1
23:42:18,3589,2
23:42:36,4554,1
23:42:39,4605,1
23:42:50,3370,1
23:42:57,1549,1
23:43:00,4248,1
23:43:05,4616,1
23:43:18,1586,1
23:43:27,2288,1
23:43:32,1435,1
23:43:44,1550,1
23:43:47,2667,1
23:44:10,4454,3
23:44:12,1542,1
23:44:13,4071,2
23:44:14,3788,1
23:44:31,3818,1
23:44:35,1553,1
23:44:35,4002,1
23:44:37,1550,1
23:44:40,1687,1
23:44:53,1642,1
23:44:54,1448,1
23:45:14,1552,1
23:45:17,1633,1
23:45:18,1480,1
23:45:20,4456,2
23:45:29,3879,1
23:45:38,1594,2
23:46:05,1541,1
23:46:08,4436,3
23:46:17,4450,1
23:46:17,4585,2
23:46:29,1602,2
23:46:29,4457,2
23:47:01,2495,2
23:47:12,1555,1
23:47:19,1552,2
23:47:19,1550,1
23:47:37,3060,4
23:47:54,1441,1
23:47:54,4472,1
23:47:57,2344,4
